identifier,project_code,stage_code,shortcut_dimension_4_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month
A3314500420225003,331450,04,20,0,SR-112,Mekoryuk,AK-OP-006,Alaska Village Electric Cooperative,P87,Mekoryuk,062-0000,Mekoryuk_grid,ALASKA VILLAGE ELECTRIC COOP,MEKORYUK,8519.59,NA,NA,5238,NA,22376,8864,9563,19830,0,3.0883,4248,NA,12744.85,0,NA,85,17,12,11,0,0,NA,57860,0,NA,12244,NA,NA,10,2020,2019,21607,0,5953,27560,0.3117,0.3117,0.5726,0.2609,263.2470588235294,254.2
A3314600420225003,331460,04,20,0,SR-114,Minto,AK-OP-006,Alaska Village Electric Cooperative,P88,Minto,063-0000,Minto_grid,ALASKA VILLAGE ELECTRIC COOP,MINTO,9673.07,NA,NA,2284,NA,23691,0,19520,6807,0,2.5712,4513,NA,11051.89,0,NA,76,9,7,8,0,0,NA,53887,0,NA,NA,NA,NA,10,2020,2019,19849,0,14060,33909,0.301,0.301,0.5391,0.23810000000000003,311.7236842105263,261.17105263157896
A3314700420225003,331470,04,20,0,SR-115,Mountain Village,AK-OP-006,Alaska Village Electric Cooperative,P60,Mountain Village,075-2020,Mountain Village_grid,ALASKA VILLAGE ELECTRIC COOP,MT. VILLAGE,26829.99,NA,NA,3624,NA,71616,29096,36770,67641,0,3.2061,15676,NA,49738.38,0,NA,181,25,18,23,0,0,NA,219690,0,NA,NA,NA,NA,10,2020,2019,63113,0,20418,83531,0.3284,0.3284,0.568,0.23959999999999992,395.6685082872928,348.69060773480663
A3314800420225003,331480,04,20,0,SR-121,New Stuyahok,AK-OP-006,Alaska Village Electric Cooperative,P61,New Stuyahok,065-2016,New_Stuyahok_grid,ALASKA VILLAGE ELECTRIC COOP,NEW STUYAHOK,17006.85,NA,NA,2747,NA,46304,7651,21050,36225,0,3.5607,11581,NA,42860.12,0,NA,104,15,9,22,0,0,NA,154408,0,NA,NA,NA,NA,10,2020,2019,40159,0,8185,48344,0.3531,0.3531,0.594,0.24089999999999995,445.2307692307692,386.1442307692308
A3314900420225003,331490,04,20,0,SR-123,Nightmute,AK-OP-006,Alaska Village Electric Cooperative,P89,Nightmute,088-2008,Toksook Bay_grid,ALASKA VILLAGE ELECTRIC COOP,NIGHTMUTE,6556.99,NA,NA,NA,NA,22976,3109,7855,35894,0,3.2813,0,NA,0,0,NA,53,9,8,12,0,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,19767,0,3972,23739,0.2781,0.2781,0.5449,0.26680000000000004,433.50943396226415,372.9622641509434
A3315000420225003,331500,04,20,0,SR-126,Noatak,AK-OP-006,Alaska Village Electric Cooperative,P62,Noatak,066-0000,Noatak_grid,ALASKA VILLAGE ELECTRIC COOP,NOATAK,35077.73,NA,NA,3700,NA,63809,10686,20711,46733,0,6.2825,11511,NA,82078.03,0,NA,114,12,7,17,0,0,NA,161351,0,NA,NA,NA,NA,10,2020,2019,50745,0,13045,63790,0.5575,0.5575,0.8091,0.25160000000000005,559.7280701754386,445.13157894736844
A3315100420225003,331510,04,20,0,SR-128,Noorvik,AK-OP-006,Alaska Village Electric Cooperative,P63,Noorvik,067-0000,Noorvik_grid,ALASKA VILLAGE ELECTRIC COOP,NOORVIK,25281.55,NA,NA,2871,NA,71963,12099,37701,45980,0,3.4586,12142,NA,41677.42,0,NA,140,13,10,20,0,0,NA,173560,0,NA,326,NA,NA,10,2020,2019,52995,0,29306,82301,0.3254,0.3254,0.5648,0.23939999999999995,514.0214285714286,378.5357142857143
A3315200420225003,331520,04,20,0,SR-131,Nulato,AK-OP-006,Alaska Village Electric Cooperative,P90,Nulato,068-0000,Nulato_grid,ALASKA VILLAGE ELECTRIC COOP,NULATO,16661,NA,NA,1135,NA,36957,0,19586,22059,0,2.964,7210,NA,21473.54,0,NA,108,7,16,9,0,0,NA,84744,0,NA,NA,NA,NA,10,2020,2019,33233,0,14420,47653,0.3607,0.3607,0.602,0.24129999999999996,342.19444444444446,307.712962962963
A3315300420225003,331530,04,20,0,SR-133,Nunapitchuk,AK-OP-006,Alaska Village Electric Cooperative,P64,Nunapitchuk,055-2006,Kasigluk_grid,ALASKA VILLAGE ELECTRIC COOP,NUNAPITCHUK,14609.56,NA,NA,NA,NA,49614,10023,14056,30516,0,3.0003,0,NA,0,0,NA,126,16,12,15,0,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,44772,0,9605,54377,0.2724,0.2724,0.5256,0.2532,393.76190476190476,355.3333333333333
A3315400420225003,331540,04,20,0,SR-134,Old Harbor,AK-OP-006,Alaska Village Electric Cooperative,P91,Old Harbor,069-0000,Old Harbor_grid,ALASKA VILLAGE ELECTRIC COOP,OLD HARBOR,12328.36,NA,NA,2480,NA,29154,0,17293,10900,0,3.3136,4637,NA,14193.86,0,NA,91,19,12,4,0,0,NA,63761,0,NA,NA,NA,NA,10,2020,2019,24807,0,11858,36665,0.3468,0.3468,0.5873,0.24050000000000005,320.3736263736264,272.6043956043956
A3315500420225003,331550,04,20,0,SR-140,Pilot Station,AK-OP-006,Alaska Village Electric Cooperative,P65,Pilot Station,070-0000,Pilot Station_grid,ALASKA VILLAGE ELECTRIC COOP,PILOT STATION,22121.55,NA,NA,1770,NA,49990,19049,26609,52154,0,2.9726,12526,NA,36714.96,0,NA,134,9,13,13,0,0,NA,150666,0,NA,NA,NA,NA,10,2020,2019,44753,0,21621,66374,0.3269,0.3269,0.5664,0.2395,373.05970149253733,333.9776119402985
A3315600420225003,331560,04,20,0,SR-141,Pitkas Point,AK-OP-006,Alaska Village Electric Cooperative,P92,Pitkas Point,075-2020,Saint Mary's_grid,ALASKA VILLAGE ELECTRIC COOP,PITKAS POINT,5906.12,NA,NA,NA,NA,10942,0,12992,0,0,3.0286,0,NA,0,0,NA,30,3,5,0,0,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,9972,0,8820,18792,0.3346,0.3346,0.5745,0.2399,364.73333333333335,332.4
A3315700420225003,331570,04,20,0,SR-147,Quinhagak,AK-OP-006,Alaska Village Electric Cooperative,P66,Quinhagak,071-0000,Quinhagak_grid,ALASKA VILLAGE ELECTRIC COOP,QUINHAGAK,22573.7,NA,NA,6751,NA,78503,24908,32280,32316,0,3.1294,8589,NA,25488.72,0,NA,188,17,16,4,0,0,NA,113756,0,NA,70921,NA,NA,10,2020,2019,66478,0,21045,87523,0.2632,0.2632,0.5309,0.26770000000000005,417.5691489361702,353.6063829787234
A3315800420225003,331580,04,20,0,SR-151,Russian Mission,AK-OP-006,Alaska Village Electric Cooperative,P93,Russian Mission,072-0000,Russian Mission_grid,ALASKA VILLAGE ELECTRIC COOP,RUSSIAN MISSION,10843.61,NA,NA,1745,NA,33616,2709,8327,33448,0,3.0196,6223,NA,17729.33,0,NA,79,7,7,8,0,0,NA,83201,0,NA,NA,NA,NA,10,2020,2019,29613,0,5217,34830,0.3166,0.3166,0.5556,0.239,425.5189873417722,374.8481012658228
A3315900420225003,331590,04,20,0,SR-157,Savoonga,AK-OP-006,Alaska Village Electric Cooperative,P68,Savoonga,076-0000,Savoonga_grid,ALASKA VILLAGE ELECTRIC COOP,SAVOONGA,21818.16,NA,NA,3628,NA,78068,3755,50026,53908,0,3.2837,10064,NA,32255.12,0,NA,162,23,10,23,0,0,NA,158471,0,NA,38039,NA,NA,10,2020,2019,59392,0,15923,75315,0.299,0.299,0.5433,0.2443,481.9012345679012,366.61728395061726
A3316000420225003,331600,04,20,0,SR-158,Scammon Bay,AK-OP-006,Alaska Village Electric Cooperative,P69,Scammon Bay,077-0000,Scammon Bay_grid,ALASKA VILLAGE ELECTRIC COOP,SCAMMON BAY,18543.35,NA,NA,2558,NA,50848,7739,19503,51368,0,3.2083,10310,NA,32116.68,0,NA,126,13,8,24,0,0,NA,140882,0,NA,NA,NA,NA,10,2020,2019,44757,0,11466,56223,0.3373,0.3373,0.5773,0.24000000000000005,403.55555555555554,355.2142857142857
A3316100420225003,331610,04,20,0,SR-159,Selawik,AK-OP-006,Alaska Village Electric Cooperative,P70,Selawik,078-0000,Selawik_grid,ALASKA VILLAGE ELECTRIC COOP,SELAWIK,32407.75,NA,NA,2987,NA,88931,18158,45151,52452,0,3.4567,14979,NA,50053.83,0,NA,169,19,15,21,0,0,NA,218243,0,NA,NA,NA,NA,10,2020,2019,62571,0,35127,97698,0.349,0.349,0.5904,0.2414000000000001,526.2189349112426,370.2426035502959
A3316200420225003,331620,04,20,0,SR-160,Shageluk,AK-OP-006,Alaska Village Electric Cooperative,P94,Shageluk,079-0000,Shageluk_grid,ALASKA VILLAGE ELECTRIC COOP,SHAGELUK,4930.17,NA,NA,783,NA,10193,8369,5954,6431,0,2.946,3045,NA,8900.23,0,NA,36,5,9,7,0,0,NA,33799,0,NA,NA,NA,NA,10,2020,2019,9007,0,4988,13995,0.3593,0.3593,0.6005,0.24120000000000005,283.1388888888889,250.19444444444446
A3316300420225003,331630,04,20,0,SR-161,Shaktoolik,AK-OP-006,Alaska Village Electric Cooperative,P95,Shaktoolik,080-0000,Shaktoolik_grid,ALASKA VILLAGE ELECTRIC COOP,SHAKTOOLIK,8040.76,NA,NA,7288,NA,35068,12288,9332,23904,0,3.3331,5367,NA,17091.75,0,NA,62,12,4,17,0,0,NA,66192,0,NA,28280,NA,NA,10,2020,2019,25604,0,4478,30082,0.2695,0.2695,0.5457,0.27619999999999995,565.6129032258065,412.96774193548384
A3316400420225003,331640,04,20,0,SR-162,Shishmaref,AK-OP-006,Alaska Village Electric Cooperative,P71,Shishmaref,081-0000,Shishmaref_grid,ALASKA VILLAGE ELECTRIC COOP,SHISHMAREF,23544.61,NA,NA,4736,NA,65875,19763,22604,47264,0,3.3879,11154,NA,38418.84,0,NA,151,19,11,25,0,0,NA,159430,0,NA,NA,NA,NA,10,2020,2019,54478,0,13253,67731,0.3418,0.3418,0.5821,0.24029999999999996,436.2582781456954,360.78145695364236
A3316500420225003,331650,04,20,0,SR-163,Shungnak,AK-OP-006,Alaska Village Electric Cooperative,P72,Shungnak,149-1980,Shungnak_grid,ALASKA VILLAGE ELECTRIC COOP,SHUNGNAK,11974.42,NA,NA,3637,NA,31522,7093,15080,20815,0,3.8593,9708,NA,39488.26,0,NA,59,19,9,6,0,0,NA,136584,0,NA,NA,NA,NA,10,2020,2019,23775,0,9018,32793,0.3757,0.3757,0.6178,0.24210000000000004,534.271186440678,402.96610169491527
A3316600420225003,331660,04,20,0,SR-153,"Saint Mary's, Andreafsky",AK-OP-006,Alaska Village Electric Cooperative,P67,Saint Mary's,075-2020,Saint Mary's_grid,ALASKA VILLAGE ELECTRIC COOP,ST. MARY'S,29066.39,NA,NA,42151,NA,65798,34540,66470,61324,0,3.0286,10849,NA,31420.87,0,NA,181,44,17,16,0,0,NA,120126,0,NA,189825,NA,NA,10,2020,2019,56761,0,34482,91243,0.3346,0.3346,0.5745,0.2399,363.52486187845307,313.5966850828729
A3316700420225003,331670,04,20,0,SR-154,Saint Michael,AK-OP-006,Alaska Village Electric Cooperative,P73,Saint Michael,084-2015,Stebbins_grid,ALASKA VILLAGE ELECTRIC COOP,ST. MICHAEL,16478.94,NA,NA,NA,NA,42493,17048,38335,38686,0,3.2199,0,NA,0,0,NA,89,21,10,17,0,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,34128,0,20308,54436,0.3185,0.3185,0.5576,0.2391,477.44943820224717,383.46067415730334
A3316800420225003,331680,04,20,0,SR-167,Stebbins,AK-OP-006,Alaska Village Electric Cooperative,P74,Stebbins,084-2015,Stebbins_grid,ALASKA VILLAGE ELECTRIC COOP,STEBBINS,17978.2,NA,NA,4149,NA,62431,17121,19892,37391,0,3.2199,20042,NA,63046.12,0,NA,134,17,9,20,0,0,NA,289144,0,NA,NA,NA,NA,10,2020,2019,48296,0,8170,56466,0.3185,0.3185,0.5576,0.2391,465.9029850746269,360.4179104477612
A3316850420225003,331685,04,20,0,SR-173,Teller,AK-OP-006,Alaska Village Electric Cooperative,P96,Teller,085-0000,Teller_grid,ALASKA VILLAGE ELECTRIC COOP,TELLER,7637.71,NA,NA,4026,NA,22916,3772,15444,24428,0,3.2043,5222,NA,16687.42,0,NA,73,16,7,19,0,0,NA,73672,0,NA,NA,NA,NA,10,2020,2019,22068,0,2973,25041,0.305,0.305,0.5434,0.2384,313.9178082191781,302.3013698630137
A3316900420225003,331690,04,20,0,SR-177,Togiak,AK-OP-006,Alaska Village Electric Cooperative,P75,Togiak,086-2020,Togiak_grid,ALASKA VILLAGE ELECTRIC COOP,TOGIAK,33218.84,NA,NA,3727,NA,100398,23158,39198,60908,0,3.3639,15559,NA,52391.82,0,NA,225,41,19,35,0,0,NA,232442,0,NA,NA,NA,NA,10,2020,2019,77569,0,17174,94743,0.3439,0.3439,0.5843,0.24040000000000009,446.2133333333333,344.75111111111113
A3317000420225003,331700,04,20,0,SR-179,Toksook Bay,AK-OP-006,Alaska Village Electric Cooperative,P76,Toksook Bay,088-2008,Toksook Bay_grid,ALASKA VILLAGE ELECTRIC COOP,TOKSOOK BAY,20359.19,NA,NA,8453,NA,61915,4339,38357,23248,0,3.2813,17814,NA,56979.86,0,NA,137,20,15,8,0,0,NA,254004,0,NA,44144,NA,NA,10,2020,2019,50786,0,24511,75297,0.2781,0.2781,0.5549,0.27679999999999993,451.93430656934305,370.7007299270073
A3317100420225003,331710,04,20,0,SR-182,Tununak,AK-OP-006,Alaska Village Electric Cooperative,P97,Tununak,088-2008,Toksook Bay_grid,ALASKA VILLAGE ELECTRIC COOP,TUNUNAK,9531.93,NA,NA,NA,NA,32273,0,17224,29557,0,3.2813,0,NA,0,0,NA,90,12,9,13,0,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,29017,0,5554,34571,0.2781,0.2781,0.5449,0.26680000000000004,358.5888888888889,322.4111111111111
A3317200420225003,331720,04,20,0,SR-84,Kalskag,AK-OP-006,Alaska Village Electric Cooperative,P77,Upper Kalskag,052-0000,Kalskag_grid,ALASKA VILLAGE ELECTRIC COOP,UPPER KALSKAG,7152.7,NA,NA,3111,NA,28911,5520,9004,25593,0,2.9949,9161,NA,27168.78,0,NA,68,20,2,9,0,0,NA,129203,0,NA,NA,NA,NA,10,2020,2019,21730,0,659,22389,0.2987,0.2987,0.5367,0.23799999999999993,425.1617647058824,319.55882352941177
A3317300420225003,331730,04,20,0,SR-188,Wales,AK-OP-006,Alaska Village Electric Cooperative,P98,Wales,090-0000,Wales_grid,ALASKA VILLAGE ELECTRIC COOP,WALES,5442.23,NA,NA,1738,NA,15870,2180,8974,15064,0,3.3817,4246,NA,14173.15,0,NA,46,10,5,13,0,0,NA,52877,0,NA,NA,NA,NA,10,2020,2019,12882,0,2322,15204,0.3593,0.3593,0.6005,0.24120000000000005,345,280.04347826086956
A3317400420225003,331740,04,20,0,SR-86,Karluk,AK-OP-007,Alutiiq Power Company,P100,Karluk,092-0000,Karluk_grid,KARLUK IRA TRIBAL COUNCIL,KARLUK,2241.87,NA,NA,220,38,4860,7512,1378,0,0,3.3599,1609,2860.55,5406.08,0,NA,14,9,4,1,2,0,NA,15647,0,NA,NA,NA,NA,10,2020,2019,4028,0,1378,5406,0.4174,0.4147,0.7,0.28259999999999996,347.14285714285717,287.7142857142857
A3317500420225003,331750,04,20,0,SR-24,Atka,AK-OP-011,"Atka, City of",P107,Atka,095-0000,Atka_grid,CITY OF ATKA,ATKA,2423.42,NA,NA,4096,53,10116,13252,2407,4504,38,4.5948,52,2600,238.93,0,NA,29,8,18,6,1,0,NA,633,37066,NA,NA,NA,NA,10,2020,2019,8475,0,2407,10882,0.2227,0.2227,0.625,0.4023,348.82758620689657,292.2413793103448
A3317600420225003,331760,04,20,0,SR-21,Aniak,AK-OP-009,Aniak Light & Power,P105,Aniak,093-0000,Aniak_grid,ANIAK LIGHT & POWER,ANIAK,19273.87,NA,NA,1621,410,76466,65829,4721,24733,3056,2.9055,16124,96127.97,46848.28,0,NA,191,46,14,15,2,0,NA,209200,0,NA,NA,NA,NA,10,2020,2019,58555,0,4721,63276,0.3046,0.3046,0.6113,0.3067,400.3455497382199,306.57068062827227
A3317700420225003,331770,04,20,0,SR-23,Arctic Village,AK-OP-010,Arctic Village Electric Company,P106,Arctic Village,094-0000,Arctic Village_grid,ARCTIC VILLAGE COUNCIL,ARCTIC VILLAGE,14925.44,NA,NA,NA,85,23771,13009,3319,954,3871,5.5819,0,NA,0,0,NA,91,5,5,1,7,0,NA,66602,0,NA,NA,NA,NA,10,2020,2019,16100,0,3319,19419,0.7686,0.7686,1,0.23140000000000005,261.2197802197802,176.92307692307693
A3317800420225003,331780,04,20,0,SR-25,Atmautluak,AK-OP-012,Atmautluak Tribal Utilities,P108,Atmautluak,096-0000,Atmautluak_grid,ATMAUTLUAK TRIBAL UTILITIES,ATMAUTLUAK,13731.62,NA,NA,NA,142,28771,32245,5905,1061,93,3.3685,5456,NA,18378.54,0,NA,74,7,8,4,1,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,26344,0,5905,32249,0.4258,0.4258,0.68,0.25420000000000004,388.7972972972973,356
A3317900420225003,331790,04,20,0,SR-27,Beaver,AK-OP-013,Beaver Joint Utilities,P111,Beaver,097-0000,Beaver_grid,BEAVER JOINT UTILITIES,BEAVER,6829.34,NA,NA,NA,120,6699,11757,4406,1212,420,3.9041,2700,5800,10541.07,0,NA,44,7,3,4,4,0,NA,27998,0,NA,NA,NA,NA,10,2020,2019,6500,0,4406,10906,0.6262,0.6262,0.9,0.27380000000000004,152.25,147.72727272727272
A3318000420225003,331800,04,20,0,SR-28,"Bethel, Oscarville",AK-OP-006,Alaska Village Electric Cooperative,P47,Bethel,034-1988,Bethel_grid,ALASKA VILLAGE ELECTRIC COOP,BETHEL; OSCARVILLE,134421.17,NA,NA,73513,NA,823263,1384189,728827,513335,0,3.8133,249917,NA,940387.69,0,NA,1853,837,48,94,0,0,NA,3486000,0,NA,185345,NA,NA,10,2020,2019,646891,0,217110,864001,0.1554,0.1554,0.3945,0.2391,444.28656233135456,349.1046950890448
A3318100420225003,331810,04,20,0,SR-30,Birch Creek,AK-OP-015,Birch Creek Electric Company,P112,Birch Creek,098-0000,Birch Creek_grid,BIRCH CREEK ELECTRIC COMPANY,BIRCH CREEK,2567.12,NA,NA,146,40,2567,2513,1356,516,0,4.038,1761,6042.22,7110.92,0,NA,16,3,4,2,0,0,NA,8048,0,NA,NA,NA,NA,10,2020,2019,2080,0,1260,3340,0.7686,0.7686,1.15,0.3814,160.4375,130
A3318200420225003,331820,04,20,0,SR-32,Buckland,AK-OP-016,"Buckland, City of",P113,Buckland,099-0000,Buckland_grid,CITY OF BUCKLAND,BUCKLAND,11325.91,NA,NA,NA,331,51268,57076,10168,7377,955,3.4427,10000,9614.05,34427,0,NA,103,17,12,6,3,0,NA,122536,0,NA,14976,NA,NA,10,2020,2019,41083,0,10168,51251,0.1309,0.1309,0.4741,0.34320000000000006,497.747572815534,398.86407766990294
A3318300420225003,331830,04,20,0,SR-33,Central,AK-OP-139,Gold Country Energy,P145,Central,116-0000,Central_grid,GOLD COUNTRY ENERGY,CENTRAL,6968.41,NA,NA,1284,76,21620,3912,515,2910,0,2.577,3644,6018.45,9390.59,0,NA,132,9,1,5,0,0,NA,38042,0,NA,NA,NA,NA,10,2020,2019,19355,0,515,19870,0.3507,0.3507,0.6578,0.30710000000000004,163.78787878787878,146.62878787878788
A3318400420225003,331840,04,20,0,SR-34,Chalkyitsik,AK-OP-019,Chalkyitsik Village Council,P114,Chalkyitsik,100-0000,Chalkyitsik_grid,CHALKYITSIK VILLAGE COUNCIL,CHALKYITSIK,4661.68,NA,NA,1943,43,3428,3101,4848,2742,1734,4.6273,1886,3248.33,8727.09,0,NA,46,6,11,4,1,0,NA,21610,0,NA,NA,NA,NA,10,2020,2019,3394,0,4848,8242,0.5656,0.5656,0.95,0.3844,74.52173913043478,73.78260869565217
A3318500420225003,331850,04,20,0,SR-36,Chenega Bay,AK-OP-020,Chenega Ira Council,P115,Chenega Bay,101-0000,Chenega_grid,NATIVE VILLAGE OF CHENEGA,CHENEGA BAY,3068.08,NA,NA,NA,54,5226,3610,4719,166,0,4.3144,732,3696,3158.14,0,NA,25,16,10,3,0,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,4740,0,3920,8660,0.3543,0.3543,0.665,0.31070000000000003,209.04,189.6
A3318600420225003,331860,04,20,0,SR-38,Chignik,AK-OP-021,"Chignik, City of",P118,Chignik Bay,104-0000,Chignik_grid,CITY OF CHIGNIK,CHIGNIK,3590.1,NA,NA,1600,113,9786,19876,10012,798,0,2.8241,3307,6191.62,9339.3,0,NA,55,74,10,1,0,0,NA,44096,0,NA,NA,NA,NA,10,2020,2019,9096,0,6860,15956,0.225,0.225,0.416,0.191,177.92727272727274,165.38181818181818
A3318700420225003,331870,04,20,0,SR-39,Chignik Lagoon,AK-OP-023,Chignik Lagoon Power Utility,P116,Chignik Lagoon,102-0000,Chignik Lagoon_grid,CHIGNIK LAGOON POWER UTILITY,CHIGNIK LAGOON,4047.07,NA,NA,1902,NA,19120,11253,4101,784,826,3.1442,971,10364,3053.02,0,NA,64,7,7,1,2,0,NA,11351,28586,NA,NA,NA,NA,10,2020,2019,10353,0,4101,14454,0.2833,0.2833,0.575,0.29169999999999996,298.75,161.765625
A3318800420225003,331880,04,20,0,SR-40,Chignik Lake,AK-OP-022,Chignik Lake Electric Utility,P117,Chignik Lake,103-0000,Chignik Lake_grid,CHIGNIK LAKE ELECTRIC UTILITY,CHIGNIK LAKE,3540.2,NA,NA,762,63,8494,5635,1956,6300,116,3.66,2598,NA,9508.68,0,NA,44,4,8,1,1,0,NA,26753,0,NA,NA,NA,NA,10,2020,2019,7206,0,1956,9162,0.3864,0.3864,0.75,0.3636,193.04545454545453,163.77272727272728
A3318900420225003,331890,04,20,0,SR-43,Chitina,AK-OP-024,Chitina Electric Inc,P119,Chitina,105-0000,Chitina_grid,CHITINA ELECTRIC INC.,CHITINA,2524.26,NA,NA,3466,153,7235,16107,793,2509,575,2.92,2992,17193.29,8736.64,0,NA,45,25,2,2,1,0,NA,31560,0,NA,NA,NA,NA,10,2020,2019,6847,0,793,7640,0.3304,0.3304,0.7,0.36959999999999993,160.77777777777777,152.15555555555557
A3319000420225003,331900,04,20,0,SR-45,Circle,AK-OP-025,Circle Electric Utility,P124,Circle,106-0000,Circle_grid,CIRCLE ELECTRIC LLC,CIRCLE,7433.46,NA,NA,365,74,10984,4263,9451,8035,0,2.7954,3337,12349.83,9328.25,0,NA,41,6,6,3,0,0,NA,35760,0,NA,NA,NA,NA,10,2020,2019,8516,0,5670,14186,0.524,0.524,0.7901,0.2661,267.9024390243902,207.70731707317074
A3319100420225003,331910,04,20,0,SR-46,Clark's Point,AK-OP-026,"Clark's Point, City of",P125,Clark's Point,107-0000,Clark's Point_grid,CLARKS POINT VILLAGE COUNCIL,CLARK'S POINT,6518.62,NA,NA,899,47,11487,8787,0,1475,18,3.6116,2296,NA,8292.23,0,NA,50,10,0,4,2,0,NA,33840,0,NA,NA,NA,NA,10,2020,2019,9832,0,0,9832,0.663,0.663,1.1,0.43700000000000006,229.74,196.64
A3319200420225003,331920,04,20,0,SR-49,"Cordova, Eyak",AK-OP-027,Cordova Electric Cooperative,P292,"Cordova, Eyak",014-1990,Cordova_grid,CORDOVA ELECTRIC,CORDOVA: EYAK,30143.19,NA,NA,9597,3345,373910,889839,122243,94949,0,2.5057,15706,431277.83,39354.52,0,NA,961,591,50,45,0,0,NA,185408,1474836,NA,NA,NA,NA,10,2020,2019,269736,0,122243,391979,0.0769,0.0769,0.3206,0.2437,389.0842872008325,280.68262226847037
A3319300420225003,331930,04,20,0,SR-54,Diomede,AK-OP-028,Diomede Joint Utilities,P135,Diomede,110-0000,Diomede_grid,DIOMEDE JOINT UTLITIES,DIOMEDE,2232.21,NA,NA,4174,97,10477,18834,628,134,1358,2.777,3128,940.54,8686.46,0,NA,34,11,4,1,3,0,NA,39562,0,NA,NA,NA,NA,10,2020,2019,9052,0,628,9680,0.2306,0.2306,0.65,0.4194,308.1470588235294,266.2352941176471
A3319400420225003,331940,04,20,0,SR-58,Egegik,AK-OP-029,Egegik Light & Power Co,P139,Egegik,111-0000,Egegik_grid,CITY OF EGEGIK,EGEGIK,7082.83,NA,NA,2268,99,11714,12683,8316,865,0,3.5479,3610,5482.08,12807.92,0,NA,84,21,18,2,0,0,NA,40493,0,NA,NA,NA,NA,10,2020,2019,10041,0,5390,15431,0.459,0.459,0.65,0.191,139.45238095238096,119.53571428571429
A3319500420225003,331950,04,20,0,SR-59,Ekwok,AK-OP-006,Alaska Village Electric Cooperative,P81,Ekwok,065-2016,New_Stuyahok_grid,ALASKA VILLAGE ELECTRIC COOP,EKWOK,5601.71,NA,NA,NA,NA,15805,0,9215,9997,0,3.5607,0,NA,0,0,NA,52,13,11,4,0,0,NA,NA,0,NA,NA,NA,NA,10,2020,2019,13251,0,2647,15898,0.3531,0.3531,0.594,0.24089999999999995,303.9423076923077,254.82692307692307
A3319600420225003,331960,04,20,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1853.22,NA,NA,2316,36,4084,2313,949,178,0,4.37,1082,4151.72,4728.34,0,NA,46,26,6,1,0,0,NA,11764,0,NA,NA,NA,NA,10,2020,2019,3039,0,949,3988,0.4647,0.4647,0.66,0.19530000000000003,88.78260869565217,66.06521739130434
A3319700420225003,331970,04,20,0,SR-63,False Pass,AK-OP-032,"False Pass, City of",P141,False Pass,113-0000,False Pass_grid,CITY OF FALSE PASS,FALSE PASS,2225.57,NA,NA,4015,184,5905,47639,5617,2277,0,2.4074,6272,8245.58,15099.21,0,NA,23,24,9,3,1,0,NA,75165,0,NA,NA,NA,NA,10,2020,2019,4995,0,2730,7725,0.2881,0.2881,0.62,0.3319,256.7391304347826,217.17391304347825
A3319800420225003,331980,04,20,0,SR-48,Cold Bay,AK-OP-034,G & K Inc,P143,Cold Bay,114-0000,Cold Bay_grid,G & K INC.,COLD BAY,5296,NA,NA,16252,271,16440,107100,6853,57543,0,4.77,15544,NA,74144.88,0,NA,40,30,4,50,0,0,NA,202080,0,NA,NA,NA,NA,10,2020,2019,5947,0,4410,10357,0.5139,0.5139,0.7049,0.19099999999999995,411,148.675
A3319900420225003,331990,04,20,0,SR-65,Galena,AK-OP-033,"Galena, City of",P144,Galena Electric Utility,115-0000,Galena_grid,CITY OF GALENA,GALENA,20558.97,NA,NA,21720,787,67190,244681,50471,36734,0,2.8482,34173,65065.96,97331.54,0,NA,209,128,14,37,0,0,NA,458085,0,NA,NA,NA,NA,10,2020,2019,53965,0,32200,86165,0.2386,0.2386,0.596,0.35739999999999994,321.48325358851673,258.20574162679424
