identifier,project_code,stage_code,shortcut_dimension_4_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,fuel_used_gallons,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,diesel_kwh_generated,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month
A3320500725225003,332050,07,25,0,SR-81,"Iliamna, Newhalen, Nondalton",AK-OP-040,"I-N-N Electric Coop, Inc",P162,Newhalen,123-1983,Newhalen_grid,ILIAMNA NEWHALEN NONDALTON,ILIAMNA; NEWHALEN; NONDALTON,30687.18,NA,NA,47349,670,67450,144711,21522,21658,0,4.5834,78,NA,357.51,0,NA,180,78,14,12,0,0,NA,550,327080,NA,0,NA,NA,1,2025,2025,58472,0,18910,77382,0.3956,0.3956,0.6693,0.2737,374.72222222222223,324.84444444444443
A3320600725225003,332060,07,25,0,SR-52,Deering,AK-OP-042,Ipnatchiaq Electric Company,P169,Deering,130-0000,Deering_grid,IPNATCHIAQ ELECTRIC COMPANY,DEERING,17320.3,NA,NA,2997,168,29850,33320,16753,8663,0,4.9663,7030,19570.74,34913.09,0,NA,49,14,5,5,3,0,NA,90070,0,NA,11345,171,NA,1,2025,2025,24182,0,13090,37272,0.4647,0.4647,0.68,0.21530000000000005,609.1836734693877,493.51020408163265
A3320800725225003,332080,07,25,0,SR-90,Kipnuk,AK-OP-044,Kipnuk Light Plant,P178,Kipnuk,132-0000,Kipnuk_grid,KIPNUK LIGHT PLANT,KIPNUK,64504.63,NA,NA,3883,436,121402,64960,33390,4763,2223,4.763,10744,103887.37,51173.67,0,NA,199,32,7,6,11,0,NA,161610,0,NA,44073,NA,NA,1,2025,2025,104656,0,26718,131374,0.491,0.491,0.6902,0.19920000000000004,610.0603015075377,525.9095477386935
A3320900725225003,332090,07,25,0,SR-94,Kobuk,AK-OP-006,Alaska Village Electric Cooperative,P179,Kobuk,149-1980,Shungnak_grid,ALASKA VILLAGE ELECTRIC COOP,KOBUK,17402.4,NA,NA,NA,NA,20717,8501,14757,16190,0,8.9608,0,NA,0,0,NA,33,11,2,5,0,0,NA,NA,0,NA,NA,NA,NA,1,2025,2025,15185,0,7870,23055,0.7608,0.7608,1.08,0.31920000000000004,627.7878787878788,460.1515151515151
A3321000725225003,332100,07,25,0,SR-95,Kokhanok,AK-OP-046,Kokhanok Village Council,P188,Kokhanok,134-0000,Kokhanok_grid,KOKHANOK VILLAGE COUNCIL,KOKHANOK,18143.61,NA,NA,3421,105,20778,7419,8300,8975,241,6.5043,4218,20295.58,27435.14,0,NA,59,8,11,5,4,0,NA,53420,0,NA,0,NA,NA,1,2025,2025,20014,0,8300,28314,0.6408,0.6408,0.84,0.19919999999999993,352.1694915254237,339.22033898305085
A3321100725225003,332110,07,25,0,SR-96,Koliganek,AK-OP-064,New Koliganek Village Council,P213,Koliganek,157-0000,Koliganek_grid,NEW KOLIGANEK VILLAGE COUNCIL,KOLIGANEK,8487.67,NA,NA,1392,134,24059,4405,8538,19394,0,6.0268,5355,4000,32273.51,0,NA,72,6,11,8,0,0,NA,64004,0,NA,0,NA,NA,1,2025,2025,21599,0,6618,28217,0.3008,0.3008,0.5,0.1992,334.15277777777777,299.9861111111111
A3321200725225003,332120,07,25,0,SR-98,Kotlik,AK-OP-006,Alaska Village Electric Cooperative,P57,Kotlik,059-0000,Kotlik_grid,ALASKA VILLAGE ELECTRIC COOP,KOTLIK,38647.01,NA,NA,3749,NA,85043,22009,39486,63932,0,4.5541,18200,NA,80225.6,0,NA,123,21,8,18,0,0,NA,224996,0,NA,NA,NA,NA,1,2025,2025,70901,0,18806,89707,0.4421,0.4421,0.7163,0.27420000000000005,691.4065040650406,576.430894308943
A3321300725225003,332130,07,25,0,SR-99,Kotzebue,AK-OP-048,Kotzebue Electric Association,P189,Kotzebue,135-0000,Kotzebue_grid,KOTZEBUE ELECTRIC ASSOCIATION,KOTZEBUE,143107.77,NA,NA,37563,3025,625960,813627,160776,80354,0,3.3896,129339,NA,438407.47,0,NA,1084,108,26,64,0,0,NA,1783365,0,NA,222270,1170,NA,1,2025,2025,386063,0,160776,546839,0.2617,0.2617,0.4612,0.1995,577.4538745387454,356.1466789667897
A3321400725225003,332140,07,25,0,SR-101,Koyukuk,AK-OP-049,"Koyukuk, City of",P190,Koyukuk,136-0000,Koyukuk_grid,CITY OF KOYUKUK,KOYUKUK,9986.19,NA,NA,2913,67,16357,458,3023,7375,0,3.6616,4809,10000,17608.63,0,NA,66,4,6,3,0,0,NA,40374,0,NA,0,NA,NA,1,2025,2025,13945,0,1416,15361,0.6501,0.6501,0.95,0.29989999999999994,247.83333333333334,211.28787878787878
A3321500725225003,332150,07,25,0,SR-102,Kwethluk,AK-OP-050,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,P191,Kwethluk,137-0000,Kwethluk_grid,KWETHLUK INCORPORATED,KWETHLUK,36316.7,NA,NA,2129,473,109478,74660,1534,2813,18319,5.0802,16433,31855.9,83482.93,0,NA,189,33,1,5,13,0,NA,234657,0,NA,0,NA,NA,1,2025,2025,92502,0,1534,94036,0.3862,0.3862,0.62,0.2338,579.2486772486773,489.42857142857144
A3321600725225003,332160,07,25,0,SR-103,Kwigillingok,AK-OP-051,Kwigillingok Power Company,P192,Kwigillingok,138-0000,Kwigillingok_grid,KWIGILLINGOK IRA COUNCIL,KWIGILLINGOK,20146.56,NA,NA,2573,225,63153,18992,3616,1194,966,3.2154,6984,20872.97,22456.35,0,NA,113,22,3,2,4,0,NA,84890,0,NA,16967,NA,NA,1,2025,2025,53247,0,3616,56863,0.3543,0.3543,0.67,0.31570000000000004,558.8761061946902,471.21238938053096
A3321800725225003,332180,07,25,0,SR-105,Levelock,AK-OP-053,Levelock Electrical Coop,P194,Levelock,140-0000,Levelock_grid,LEVELOCK ELECTRICAL COOP,LEVELOCK,7758.64,NA,NA,2063,98,7836,12116,3927,3399,639,4.9771,2811,8411.79,13990.63,0,NA,39,18,7,7,10,0,NA,33716,0,NA,0,NA,NA,1,2025,2025,7836,0,2362,10198,0.7608,0.7608,0.96,0.19919999999999993,200.92307692307693,200.92307692307693
A3321900725225003,332190,07,25,0,SR-106,Lime Village,AK-OP-054,Lime Village Electric Utility,P195,Lime Village,141-0000,Lime Village_grid,LIME VILLAGE ELECTRIC UTILITY,LIME VILLAGE,1786.36,NA,NA,932,NA,1758,282,1555,0,0,NA,0,3000,0,0,NA,20,1,6,1,0,0,NA,4527,0,NA,0,NA,NA,1,2025,2025,1508,0,840,2348,0.7608,0.7608,1.77,1.0092,87.9,75.4
A3322000725225003,332200,07,25,0,SR-108,Manley Hot Springs,AK-OP-090,TDX Manley Generating LLC,P253,Manley,188-0000,Manley Hot Springs_grid,TDX MANLEY GENERATING LLC,MANLEY HOT SPRINGS,16471.32,NA,NA,2655,112,16025,20299,8582,10235,0,4.11,4894,NA,20114.34,0,NA,81,19,12,4,0,0,NA,62373,0,NA,0,NA,NA,1,2025,2025,14440,0,7210,21650,0.7608,0.7608,1.2075,0.4467,197.8395061728395,178.2716049382716
A3322100725225003,332210,07,25,0,SR-109,Manokotak,AK-OP-056,Manokotak Power Company,P196,Manokotak,142-0000,Manokotak_grid,MANOKOTAK POWER COMPANY,MANOKOTAK,16106.07,NA,NA,NA,NA,63180,20751,8048,24337,6626,3.7225,9003,37977.21,33513.67,0,NA,129,28,5,5,5,0,NA,122942,0,NA,0,NA,NA,1,2025,2025,56635,0,8048,64683,0.249,0.249,0.7,0.451,489.7674418604651,439.031007751938
A3322200725225003,332220,07,25,0,SR-111,McGrath,AK-OP-057,McGrath Light & Power,P198,McGrath,143-0000,McGrath_grid,MCGRATH LIGHT & POWER,MCGRATH,28882.62,NA,NA,7011,378,50147,63217,16028,46834,0,5.1201,13964,NA,71497.08,0,NA,167,54,13,30,0,0,NA,204728,0,NA,0,NA,NA,1,2025,2025,41668,0,16028,57696,0.5006,0.5006,0.9073,0.4066999999999999,300.2814371257485,249.50898203592814
A3322300725225003,332230,07,25,0,SR-44,Chuathbaluk,AK-OP-058,Middle Kuskokwim Electric,P202,Chuathbaluk,144-0000,Chuathbaluk_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CHUATHBALUK,8593.24,NA,NA,840,58,8569,7582,3668,1563,212,4.4718,3870,19816.48,17305.87,0,NA,32,3,9,3,1,0,NA,26513,0,NA,0,NA,NA,1,2025,2025,8307,0,2988,11295,0.7608,0.7608,1.4372,0.6764,267.78125,259.59375
A3322400725225003,332240,07,25,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,8397.71,NA,NA,639,56,10376,9916,2837,2177,0,4.4718,3128,20973.45,13987.79,0,NA,32,7,3,5,0,0,NA,29628,0,NA,0,NA,NA,1,2025,2025,9634,0,1404,11038,0.7608,0.7608,1.4373,0.6765,324.25,301.0625
A3322500725225003,332250,07,25,0,SR-149,Red Devil,AK-OP-058,Middle Kuskokwim Electric,P204,Red Devil,146-0000,Red Devil_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,RED DEVIL,1157.94,NA,NA,234,16,1522,627,0,262,0,4.4718,610,28414.12,2727.8,0,NA,11,4,0,2,0,0,NA,2777,0,NA,0,NA,NA,1,2025,2025,1522,0,0,1522,0.7608,0.7608,1.4374,0.6766,138.36363636363637,138.36363636363637
A3322600725225003,332260,07,25,0,SR-166,Sleetmute,AK-OP-058,Middle Kuskokwim Electric,P205,Sleetmute,147-0000,Sleetmute_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,SLEETMUTE,9000.26,NA,NA,1547,89,8573,7607,6522,2174,125,4.4718,2818,24242.28,12601.53,0,NA,29,8,5,2,1,0,NA,28618,0,NA,0,NA,NA,1,2025,2025,8253,0,3577,11830,0.7608,0.7608,1.4372,0.6764,295.62068965517244,284.58620689655174
A3322700725225003,332270,07,25,0,SR-169,Stony River,AK-OP-058,Middle Kuskokwim Electric,P206,Stony River,148-0000,Stony River_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,STONY RIVER,4724.57,NA,NA,2984,36,4815,1711,3373,449,0,4.4718,1660,19589.71,7423.19,0,NA,16,5,4,1,0,0,NA,14552,0,NA,0,NA,NA,1,2025,2025,4714,0,1496,6210,0.7608,0.7608,1.4372,0.6764,300.9375,294.625
A3322800725225003,332280,07,25,0,SR-116,"Naknek, South Naknek, King Salmon",AK-OP-059,Naknek Electric Association,P207,Naknek,150-0000,Naknek_grid,NAKNEK ELECTRIC,NAKNEK;S.NAKNEK;KNG SLMN,80776.41,NA,NA,96216,1967,235434,288995,88000,299994,67046,3.5931,98379,402627.22,353485.58,0,NA,687,256,37,92,2,0,NA,1104821,0,NA,0,NA,NA,1,2025,2025,168172,0,56330,224502,0.3522,0.3522,0.5673,0.2151,342.69868995633186,244.79184861717613
A3322900725225003,332290,07,25,0,SR-117,Napakiak,AK-OP-060,Napakiak Ircinraq,P208,Napakiak,034-1988,Bethel_grid,NAPAKIAK IRCINRAQ,NAPAKIAK,18586.35,AVEC,NA,NA,NA,32792,8498,3683,4713,4120,0.5354,0,38276.24,0,69319,NA,106,13,4,8,5,0,NA,NA,0,NA,0,NA,NA,1,2025,2025,32414,0,3683,36097,0.5149,0.5149,0.9548,0.4399,309.35849056603774,305.79245283018867
A3323000725225003,332300,07,25,0,SR-118,Napaskiak,AK-OP-061,Napaskiak Electric Utility,P209,Napaskiak,153-0000,Napaskiak_grid,NAPASKIAK ELECTRIC UTILITY,NAPASKIAK,16785.67,NA,NA,1751,186,44392,10507,3647,1314,4077,5.0428,8014,53208.43,40413,0,NA,107,25,6,1,10,0,NA,113352,0,NA,0,NA,NA,1,2025,2025,43891,0,3647,47538,0.3531,0.3531,1.5,1.1469,414.8785046728972,410.196261682243
A3323100725225003,332310,07,25,0,SR-35,Chefornak,AK-OP-062,Naterkaq Light Plant (City of Chefornak),P210,Chefornak,154-0000,Chefornak_grid,NATERKAQ LIGHT PLANT,CHEFORNAK,22392.24,NA,NA,2691,321,51612,15448,9183,55688,2173,5.0402,9891,24307.26,49852.62,0,NA,120,6,18,16,7,0,NA,125620,0,NA,26003,NA,NA,1,2025,2025,49528,0,6961,56489,0.3964,0.3964,0.74,0.3436,430.1,412.73333333333335
A3323200725225003,332320,07,25,0,SR-120,Nelson Lagoon,AK-OP-063,Nelson Lagoon Electrical Coop,P212,Nelson Lagoon,156-0000,Nelson Lagoon_grid,NELSON LAGOON ELECTRICAL COOP,NELSON LAGOON,6110.75,NA,NA,727,7202,8807,6058,2126,1153,0,5.33,1921,1996,10238.93,0,NA,33,23,8,2,0,0,NA,21540,0,NA,0,NA,NA,1,2025,2025,8325,0,1539,9864,0.6195,0.6195,0.84,0.22049999999999992,266.8787878787879,252.27272727272728
A3323300725225003,332330,07,25,0,SR-124,Nikolai,AK-OP-065,"Nikolai, City of",P214,Nikolai,158-0000,Nikolai_grid,CITY OF NIKOLAI,NIKOLAI,13132.29,NA,NA,1766,81,14954,15040,5053,3345,5995,7.7581,3579,3000,27766.24,0,NA,45,10,8,3,1,0,NA,46667,0,NA,0,NA,NA,1,2025,2025,13686,0,5053,18739,0.7008,0.7008,0.9,0.19920000000000004,332.31111111111113,304.1333333333333
A3323400725225003,332340,07,25,0,SR-127,Nome,AK-OP-066,Nome Joint Utility Systems,P215,Snake River,159-0000,Nome_grid,NOME JOINT UTILITY SYSTEM,NOME,147610.29,NA,NA,109913,4397,841907,747055,322416,831509,0,3.5928,183478,242700.35,659199.76,0,NA,1792,349,88,61,0,0,NA,2704100,0,NA,241999,NA,NA,1,2025,2025,589375,0,209382,798757,0.1848,0.1848,0.4262,0.24140000000000003,469.81417410714283,328.89229910714283
A3323500725225003,332350,07,25,0,SR-19,Anaktuvuk Pass,AK-OP-067,North Slope Borough Power & Light,P216,Anaktuvuk Pass,160-0000,Anaktuvuk Pass_grid,NORTH SLOPE BOROUGH,ANAKTUVUK PASS,908.58,NA,NA,23207,680,92346,271168,1640,3870,0,6.3828,29319,122333.65,187137.31,0,NA,105,57,2,3,1,0,NA,400368,0,NA,0,NA,NA,1,2025,2025,5592,0,1640,7232,0.1508,0.1508,0.35,0.1992,879.4857142857143,53.25714285714286
A3323600725225003,332360,07,25,0,SR-26,Atqasuk,AK-OP-067,North Slope Borough Power & Light,P217,Atqasuk,161-0000,Atqasuk_grid,NORTH SLOPE BOROUGH,ATQASUK,1199.43,NA,NA,19450,792,78745,218587,8137,2452,0,7.4147,26690,119145.97,197898.34,0,NA,68,52,2,2,1,0,NA,357886,0,NA,0,NA,NA,1,2025,2025,3841,0,8137,11978,0.1508,0.1508,0.35,0.1992,1158.014705882353,56.48529411764706
A3323700725225003,332370,07,25,0,SR-83,Kaktovik,AK-OP-067,North Slope Borough Power & Light,P218,Kaktovik,162-0000,Kaktovik_grid,NORTH SLOPE BOROUGH,KAKTOVIK,1148.68,NA,NA,20610,923,81280,219346,8112,64443,0,5.7297,37012,122872.84,212067.66,0,NA,73,46,2,5,1,0,NA,522453,0,NA,0,NA,NA,1,2025,2025,2858,0,8112,10970,0.1508,0.1508,0.35,0.1992,1113.4246575342465,39.15068493150685
A3323800725225003,332380,07,25,0,SR-130,Nuiqsut,AK-OP-067,North Slope Borough Power & Light,P219,Nuiqsut,163-0000,Nuiqsut_grid,NORTH SLOPE BOROUGH,NUIQSUT,648.13,NA,NA,45032,1325,101690,443143,8419,5499,0,5.255,53354,114334.84,280375.27,0,NA,121,70,3,3,1,0,NA,729664,0,99848,0,NA,NA,1,2025,2025,1,0,8419,8420,0,0,0.08,0.08,840.4132231404959,0.008264462809917356
A3323900725225003,332390,07,25,0,SR-143,Point Hope,AK-OP-067,North Slope Borough Power & Light,P220,Point Hope,164-0000,Point Hope_grid,NORTH SLOPE BOROUGH,POINT HOPE,1541.48,NA,NA,23518,1196,193436,298022,0,5146,0,5.6821,54362,148207.82,308890.32,0,NA,208,72,1,4,1,0,NA,706069,0,NA,0,NA,NA,1,2025,2025,10222,0,0,10222,0.1508,0.1508,0.35,0.1992,929.9807692307693,49.14423076923077
A3324000725225003,332400,07,25,0,SR-144,Point Lay,AK-OP-067,North Slope Borough Power & Light,P221,Point Lay,165-0000,Point Lay_grid,NORTH SLOPE BOROUGH,POINT LAY,1090.57,NA,NA,3115,633,71632,244616,7519,6876,0,5.742,30344,101754.09,174235.25,0,NA,62,47,1,2,1,0,NA,392339,0,NA,0,NA,NA,1,2025,2025,2869,0,7519,10388,0.1508,0.1508,0.35,0.1992,1155.3548387096773,46.274193548387096
A3324100725225003,332410,07,25,0,SR-187,Wainwright,AK-OP-067,North Slope Borough Power & Light,P222,Wainwright,166-0000,Wainwright_grid,NORTH SLOPE BOROUGH,WAINWRIGHT,2551.88,NA,NA,37931,1191,168581,460187,14698,4706,0,5.6742,53655,123553.34,304449.2,0,NA,152,68,3,4,1,0,NA,723330,0,NA,0,NA,NA,1,2025,2025,9087,0,14698,23785,0.1508,0.1508,0.35,0.1992,1109.0855263157894,59.7828947368421
A3324200725225003,332420,07,25,0,SR-132,Nunam Iqua,AK-OP-068,Nunam Iqua Electric Company,P223,Nunam Iqua,167-0000,Nunam Iqua_grid,NUNAM IQUA ELECTRIC COMPANY,NUNAM IQUA,11513.67,NA,NA,2842,220,18311,27982,13756,3478,0,4.9562,5236,5039.14,25950.66,0,NA,49,13,6,5,5,0,NA,68159,0,NA,0,44,NA,1,2025,2025,17635,0,12545,30180,0.3815,0.3815,0.6022,0.22069999999999995,373.6938775510204,359.8979591836735
A3324300725225003,332430,07,25,0,SR-53,"Dillingham, Aleknagik",AK-OP-069,Nushagak Electric Cooperative,P224,Dillingham,169-0000,Dillingham_grid,NUSHAGAK ELECTRIC AND,DILLINGHAM; ALEKNAGIK,117120.97,NA,NA,52431,2493,472425,700524,84474,71026,0,3.544,98581,NA,349371.06,0,NA,949,429,49,55,0,0,NA,1475133,0,NA,0,NA,NA,1,2025,2025,397202,0,52917,450119,0.2602,0.2602,0.4856,0.2254,497.813487881981,418.54794520547944
A3324400725225003,332440,07,25,0,SR-135,Ouzinkie,AK-OP-070,"Ouzinkie, City of",P225,Ouzinkie,170-0000,Ouzinkie_grid,CITY OF OUZINKIE,OUZINKIE,9190.28,NA,NA,1119,167,27239,25927,13630,842,0,4.1695,5728,8154.49,23882.9,0,NA,75,20,15,3,0,0,NA,80120,0,NA,0,NA,NA,1,2025,2025,25434,0,7840,33274,0.2762,0.2762,0.5381,0.2619,363.18666666666667,339.12
A3324500725225003,332450,07,25,0,SR-136,Pedro Bay,AK-OP-071,Pedro Bay Village Council,P227,Pedro Bay,171-0000,Pedro Bay_grid,PEDRO BAY VILLAGE COUNCIL,PEDRO BAY,4243.46,NA,NA,1489,83,6630,9314,2530,1455,0,6.8982,2277,4346.37,15707.2,0,NA,42,15,4,1,0,0,NA,22954,0,NA,0,NA,NA,1,2025,2025,4492,0,2380,6872,0.6175,0.6175,0.8167,0.19919999999999993,157.85714285714286,106.95238095238095
A3324600725225003,332460,07,25,0,SR-137,Pelican,AK-OP-072,Pelican Utility,P228,Pelican,172-0000,Pelican_grid,PELICAN UTILITY DISTRICT,PELICAN,2095.44,NA,NA,5639,347,30513,32854,30293,1869,4533,3.55,2789,51954.82,9900.95,0,NA,74,27,15,1,2,0,NA,29995,84113,NA,0,NA,NA,1,2025,2025,20687,0,6002,26689,0.0549,0.0549,0.2541,0.1992,412.3378378378378,279.55405405405406
A3324800725225003,332480,07,25,0,SR-139,Pilot Point,AK-OP-074,Pilot Point Electric Utility,P230,Pilot Point,173-0000,Pilot Point_grid,PILOT POINT ELECTRIC UTILITY,PILOT POINT,3886.96,NA,NA,1642,77,8271,13932,1751,3272,0,5.2,3221,400.36,16749.2,0,NA,23,12,9,4,0,0,NA,34540,0,NA,0,NA,NA,1,2025,2025,7947,0,1751,9698,0.4008,0.4008,0.6,0.1992,359.60869565217394,345.5217391304348
A3325000725225003,332500,07,25,0,SR-146,Port Heiden,AK-OP-077,Port Heiden Utilities,P232,Port Heiden,175-0000,Port Heiden_grid,PORT HEIDEN UTILITIES,PORT HEIDEN,7732.96,NA,NA,NA,NA,16736,12845,2124,2009,0,4.0481,0,3000,0,0,NA,50,22,8,11,0,0,NA,33714,0,NA,0,NA,NA,1,2025,2025,16069,0,1123,17192,0.4498,0.4498,0.65,0.20020000000000004,334.72,321.38
A3325100725225003,332510,07,25,0,SR-97,Kongiganak,AK-OP-078,Puvurnaq Power Company,P233,Kongiganak,176-0000,Kongiganak_grid,PUVURNAQ POWER COMPANY,KONGIGANAK,24715.08,NA,NA,4588,260,58924,24206,9077,1152,1417,4.701,7213,214263.62,33908.31,0,NA,165,14,5,2,11,0,NA,84680,0,NA,54318,NA,NA,1,2025,2025,48682,0,9077,57759,0.4279,0.4279,0.76,0.3321,357.1151515151515,295.04242424242426
A3325200725225003,332520,07,25,0,SR-148,Rampart,AK-OP-079,Rampart Village Council,P234,Rampart,177-0000,Rampart_grid,RAMPART VILLAGE COUNCIL,RAMPART,5722.32,NA,NA,1555,66,18160,8271,14193,1594,0,6.0387,3666,NA,22137.87,0,NA,38,5,10,5,0,0,NA,45453,0,NA,0,NA,NA,1,2025,2025,7634,0,1660,9294,0.6157,0.6157,0.8149,0.19919999999999993,477.89473684210526,200.89473684210526
A3325300725225003,332530,07,25,0,SR-150,Ruby,AK-OP-080,"Ruby, City of",P236,Ruby,178-0000,Ruby_grid,CITY OF RUBY,RUBY,20173.21,NA,NA,1691,144,26513,28250,8426,3311,0,7.0202,4853,21936.13,34069.03,0,NA,99,24,13,4,0,0,NA,68191,0,NA,0,NA,NA,1,2025,2025,24430,0,8340,32770,0.6156,0.6156,0.95,0.3343999999999999,267.80808080808083,246.76767676767676
A3325400725225003,332540,07,25,0,SR-156,Sand Point,AK-OP-089,"Sand Point Generating, LLC",P295,Sand Point,187-0000,Sand Point_grid,TDX CORPORATION,SAND POINT,40086.13,NA,NA,7897,602,106806,100363,55999,39802,0,3.9,23755,NA,92644.5,0,NA,231,107,25,15,0,0,NA,330556,0,NA,0,NA,NA,1,2025,2025,89932,0,42490,132422,0.3028,0.3028,0.5454,0.2426,462.3636363636364,389.31601731601734
A3325500725225003,332550,07,25,0,SR-152,Saint George,AK-OP-082,"Saint George, City of",P237,Saint George,179-0000,Saint George_grid,CITY OF ST. GEORGE,ST. GEORGE,6905.78,NA,NA,2917,60,8175,8779,13104,16441,11217,NA,4082,3000,44867.71,0,NA,39,13,7,12,4,0,NA,61352,0,NA,0,NA,NA,1,2025,2025,5647,0,3430,9077,0.7608,0.7608,1,0.23919999999999997,209.6153846153846,144.7948717948718
A3325600725225003,332560,07,25,0,SR-155,Saint Paul,AK-OP-083,Saint Paul Municipal Electric,P238,Saint Paul,180-0000,Saint Paul_grid,ST. PAUL MUNICIPAL ELECTRIC,ST. PAUL,30994.27,NA,NA,16348,430,58294,175342,33504,69029,0,6.55,29672,45604,194351.6,0,NA,125,57,28,16,0,0,NA,424495,0,NA,0,NA,NA,1,2025,2025,54296,0,24640,78936,0.3708,0.3708,0.57,0.19919999999999993,466.352,434.368
A3325800725225003,332580,07,25,0,SR-170,Takotna,AK-OP-084,Takotna Community Assoc Inc,P247,Takotna,182-0000,Takotna_grid,TAKOTNA COMMUNITY ASSOC INC,TAKOTNA,4957.83,NA,NA,3793,63,5354,10201,1839,2061,106,5.6605,2804,NA,15872.04,0,NA,27,16,5,2,1,0,NA,29162,0,NA,0,NA,NA,1,2025,2025,5310,0,1839,7149,0.6935,0.6935,1.022,0.3285,198.2962962962963,196.66666666666666
A3325900725225003,332590,07,25,0,SR-145,Port Alsworth,AK-OP-085,Tanalian Electric Cooperative,P248,Port Alsworth,183-0000,Port Alsworth_grid,TANALIAN ELECTRIC COOPERATIVE,PORT ALSWORTH,15075.11,NA,NA,1684,203,29250,39896,0,6250,0,5.5725,5742,43708.07,31997.29,0,NA,77,58,0,23,0,0,NA,81560,0,NA,0,NA,NA,1,2025,2025,26014,0,0,26014,0.5795,0.5795,0.7983,0.2188,379.87012987012986,337.84415584415586
A3326000725225003,332600,07,25,0,SR-171,Tanana,AK-OP-086,Tanana Power Company Inc,P249,Tanana,184-0000,Tanana_grid,TANANA POWER COMPANY INC.,TANANA,17323.89,NA,NA,2013,220,36295,55172,17841,11170,0,3.8898,9553,26128.78,37159.26,0,NA,101,42,6,6,0,0,NA,130038,0,NA,0,NA,NA,1,2025,2025,35188,0,14910,50098,0.3458,0.3458,0.6757,0.32989999999999997,359.35643564356434,348.3960396039604
A3326100725225003,332610,07,25,0,SR-172,Tatitlek,AK-OP-087,Tatitlek Village Ira Council,P250,Tatitlek,185-0000,Tatitlek_grid,TATITLEK VILLAGE IRA COUNCIL,TATITLEK,9598.73,NA,NA,2926,90,12077,7008,4343,8827,1281,5.6547,4090,3000,23127.72,0,NA,38,13,5,6,5,0,NA,44258,0,NA,0,NA,NA,1,2025,2025,10431,0,4334,14765,0.6501,0.6501,0.92,0.26990000000000003,317.8157894736842,274.5
A3326300725225003,332630,07,25,0,SR-174,Tenakee Springs,AK-OP-092,"Tenakee Springs, City of",P256,Tenakee Springs,189-0000,Tenakee Springs_grid,CITY OF TENAKEE SPRINGS,TENAKEE SPRINGS,9722.88,NA,NA,1305,88,22933,5568,3415,140,0,4.05,3143,5933.89,12729.15,0,NA,134,26,15,1,0,0,NA,37168,0,NA,0,NA,NA,1,2025,2025,17814,0,3415,21229,0.458,0.458,0.72,0.26199999999999996,171.1417910447761,132.9402985074627
A3326500725225003,332650,07,25,0,SR-20,Angoon,AK-OP-041,Inside Passage Electric,P163,Angoon,125-0000,Angoon_grid,INSIDE PASSAGE ELECTRIC,ANGOON,32188.41,NA,NA,3996,314,83788,52953,16517,4697,0,3.2445,12355,NA,40085.8,0,NA,192,28,7,8,0,0,NA,174128,0,NA,0,NA,NA,1,2025,2025,62570,0,16517,79087,0.407,0.407,0.6992,0.29220000000000007,436.3958333333333,325.8854166666667
A3326700725225003,332670,07,25,0,SR-75,Hoonah,AK-OP-041,Inside Passage Electric,P164,Hoonah,128-0000,Hoonah_grid,INSIDE PASSAGE ELECTRIC,HOONAH,83889.62,NA,NA,10485,586,192371,175295,75037,15600,0,3.2445,22186,NA,71982.48,0,NA,424,76,27,12,0,0,NA,361446,138166,NA,0,NA,NA,1,2025,2025,144167,0,61950,206117,0.407,0.407,0.6992,0.29220000000000007,453.7051886792453,340.01650943396226
A3326800725225003,332680,07,25,0,SR-82,Kake,AK-OP-041,Inside Passage Electric,P165,Kake,129-0000,Kake_grid,INSIDE PASSAGE ELECTRIC,KAKE,41393.12,NA,NA,18748,412,96564,91291,20753,5740,0,3.2445,11279,NA,36594.72,0,NA,238,49,13,7,0,0,NA,185610,66647,NA,0,NA,NA,1,2025,2025,80950,0,20753,101703,0.407,0.407,0.6992,0.29220000000000007,405.7310924369748,340.12605042016804
