identifier,project_code,stage_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month,fuel_used_gallons,diesel_kwh_generated,diesel_efficiency,imputed_residential_rate,imputed_pro_rata_rate,imputed_effective_residential_rate,imputed_most_recent_fuel_purch_price,imputed_fuel_used_gallons,imputed_fuel_cost,imputed_non_fuel_expenses,imputed_diesel_efficiency,imputed_diesel_kwh_generated,imputed_hydro_kwh_generated,imputed_natural_gas_kwh_generated,imputed_solar_kwh_generated,imputed_other_kwh_generated,imputed_powerhouse_consumption_kwh,imputed_peak_consumption_kw,imputed_residential_sold_to,imputed_commercial_sold_to,imputed_com_facil_sold_to,imputed_govt_facil_sold_to,imputed_unbilled_sold_to,imputed_residential_customers,imputed_commercial_customers,imputed_com_facil_customers,imputed_govt_facil_customers,imputed_unbilled_customers,imputed_other_customers,imputed_total_kwh_purchased,cleaned_during_energy_statistics
A3322400920225003,332240,09,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7911.97,NA,NA,972,70,8430,11003,2741,1792,0,3.2594,15770.76,7265.2,0,NA,33,9,4,2,1,0,NA,0,NA,NA,NA,NA,3,2020,2020,7553,0,2741,10294,0.7686,0.7686,1.276,0.5074000000000001,255.45454545454547,228.87878787878788,2229,24588,0.0906539775500244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401020225003,332240,10,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6829.01,NA,NA,929,53,7112,4366,2382,956,0,3.2594,15618.59,6088.56,0,NA,33,9,4,2,1,0,NA,0,NA,NA,NA,NA,4,2020,2020,6503,0,2382,8885,0.7686,0.7686,1.276,0.5074000000000001,215.5151515151515,197.0606060606061,1868,18971,0.09846607980601972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401120225003,332240,11,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6672.22,NA,NA,991,89,6861,6801,2323,695,0,3.2594,16183.33,6098.34,0,NA,32,9,4,2,1,0,NA,0,NA,NA,NA,NA,5,2020,2020,6358,0,2323,8681,0.7686,0.7686,1.2932,0.5246,214.40625,198.6875,1871,18397,0.10170136435288364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401220225003,332240,12,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6651.03,NA,NA,1015,88,7485,6373,2414,946,0,3.2594,16000.29,5909.29,0,NA,32,9,4,2,1,0,NA,0,NA,NA,NA,NA,6,2020,2020,6407,0,2414,8821,0.7686,0.7686,1.2932,0.5246,233.90625,200.21875,1813,19079,0.09502594475601446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400121225003,332240,01,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7699.09,NA,NA,1155,88,8903,7153,2362,749,0,3.2594,17534.87,6870.82,0,NA,32,9,4,2,1,0,NA,0,NA,NA,NA,NA,7,2021,2020,7849,0,2362,10211,0.754,0.754,1.2932,0.5391999999999999,278.21875,245.28125,2108,20872,0.10099655040245303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400221225003,332240,02,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7020.49,NA,NA,1319,105,8510,8204,2241,721,0,3.2594,23875.15,3177.92,0,NA,33,10,4,2,1,0,NA,0,NA,NA,NA,NA,8,2021,2020,7070,0,2241,9311,0.754,0.754,1.3386,0.5846,257.8787878787879,214.24242424242425,975,23108,0.04219317985113381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400321225003,332240,03,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7815.21,NA,NA,1338,89.0656978652937,9548,8231,2351,615,0,3.2594,19231.51,8536.37,0,NA,33,10,4,2,1,0,NA,0,NA,NA,NA,NA,9,2021,2020,8014,0,2351,10365,0.754,0.754,1.3386,0.5846,289.3333333333333,242.84848484848484,2619,26847,0.09755279919544084,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3322400421225003,332240,04,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7283.64,NA,NA,1723,78.86374508385981,9640,9553.783355165102,2199,692,0,3.2594,24124.18,12212.97,0,NA,33,13,4,2,1,0,NA,0,NA,NA,NA,NA,10,2021,2020,7461,0,2199,9660,0.754,0.754,1.3387,0.5847,292.1212121212121,226.0909090909091,2430.5812261413075,41070,0.08764572354938274,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3322400521225003,332240,05,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7380.15,NA,NA,1338,65,9683,13231,2418,826,0,3.2594,20849.49,8898.16,0,NA,33,13,4,2,1,0,NA,0,NA,NA,NA,NA,11,2021,2020,7370,0,2418,9788,0.754,0.754,1.348,0.5940000000000001,293.42424242424244,223.33333333333337,2730,33048,0.08260711692084241,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400621225003,332240,06,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7478.17,NA,NA,1065,80,9521,7610,2395,1068,0,3.2594,27221.8,7920.34,0,NA,33,13,4,2,1,0,NA,0,NA,NA,NA,NA,12,2021,2020,7523,0,2395,9918,0.754,0.754,1.348,0.5940000000000001,288.5151515151515,227.96969696969697,2430,26796,0.09068517689207344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400721225003,332240,07,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6911.92,NA,NA,976,101,8116,10837,2176,2529,0,3.2594,39918.63,8096.35,0,NA,32,14,4,2,1,0,NA,0,NA,NA,NA,NA,1,2021,2021,6991,0,2176,9167,0.754,0.754,1.348,0.5940000000000001,253.625,218.46875,2484,29576,0.08398701649986476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400821225003,332240,08,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6415.79,NA,NA,750.2861088231382,100,6754,10927,2265,1761,0,2.4383,20311.39,5527.63,0,NA,32,14,4,2,1,0,NA,0,NA,NA,NA,NA,2,2021,2021,6244,0,2265,8509,0.754,0.754,1.0911,0.33709999999999996,211.0625,195.125,2267,27905,0.08123992116108224,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3322400921225003,332240,09,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,5821.63,NA,NA,931,62,5728,10965,2226,1410,0,2.4383,18426.69,5517.87,0,NA,31,13,4,2,1,0,NA,0,NA,NA,NA,NA,3,2021,2021,5495,0,2226,7721,0.754,0.754,1.0911,0.33709999999999996,184.7741935483871,177.25806451612902,2263,25713,0.08800995605335822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401021225003,332240,10,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6353.96,NA,NA,755,80,6159,10397,2594,676,0,2.4383,38896.1,5042.4,0,NA,33,13,4,2,1,0,NA,0,NA,NA,NA,NA,4,2021,2021,5833,0,2594,8427,0.754,0.754,1.0912,0.33719999999999994,186.63636363636363,176.75757575757575,2068,24171,0.08555707252492656,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401121225003,332240,11,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6670.64,NA,NA,824,83,6943,11336,2265,512,0,3.2594,28935.29,6548.13,0,NA,33,13,4,2,0,0,NA,0,NA,NA,NA,NA,5,2021,2021,6582,0,2265,8847,0.754,0.754,1.0911,0.33709999999999996,210.3939393939394,199.45454545454547,2009,22834,0.08798283261802575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401221225003,332240,12,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7330.39,NA,NA,855,83,7343,11823,2444,481,0,2.4383,12694.46,4659.59,0,NA,33,13,4,2,0,0,NA,0,NA,NA,NA,NA,6,2021,2021,7278,0,2444,9722,0.754,0.754,1.0914,0.3373999999999999,222.5151515151515,220.54545454545453,1911,23482.841159837124,0.08682542586232746,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3322400122225003,332240,01,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,5711.55,NA,NA,972,83,5646,8102,1983,360,0,2.4383,14531.47,5220.4,0,NA,33,13,4,2,1,0,NA,0,NA,NA,NA,NA,7,2022,2021,5592,0,1983,7575,0.7597,0.7597,1.0914,0.3316999999999999,171.0909090909091,169.45454545454547,2141,23821,0.0898786784769741,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400222225003,332240,02,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,5854.25,NA,NA,1831,100,6756,10353,1063,376,0,2.4383,49205.51,5183.83,0,NA,33,13,4,2,1,0,NA,0,NA,NA,NA,NA,8,2022,2021,6643,0,1063,7706,0.7597,0.7597,1.0914,0.3316999999999999,204.72727272727272,201.3030303030303,2126,25671,0.08281718670873749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400322225003,332240,03,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6019.1,NA,NA,713,100,7936,14344,2171,362,0,2.4383,13457.81,4381.63,0,NA,29,16,4,2,1,0,NA,0,NA,NA,NA,NA,9,2022,2021,6752,0,1171,7923,0.7597,0.7597,1.0914,0.3316999999999999,273.6551724137931,232.82758620689657,1797,21944,0.0818902661319723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400422225003,332240,04,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,5565.56,NA,NA,713,100,7278,12717,1281,600,0,2.4383,9627.86,4381.63,0,NA,30,17,4,1,1,0,NA,0,NA,NA,NA,NA,10,2022,2021,7045,0,281,7326,0.7597,0.7597,1.0914,0.3316999999999999,242.6,234.83333333333337,1797,21944,0.0818902661319723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400522225003,332240,05,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7331.11,NA,NA,1199,65,7331,14676,3925,580,4,2.4383,15629.57,7019.87,0,NA,30,16,4,2,1,0,NA,0,NA,NA,NA,NA,11,2022,2021,6725,0,2925,9650,0.7597,0.7597,1.0914,0.3316999999999999,244.36666666666667,224.16666666666663,2879,35417,0.08128864669508992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400622225003,332240,06,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6771.97,NA,NA,1109,62,8031,13498,2329,865,6,2.4383,10330.35,6381.03,0,NA,29,16,4,2,1,0,NA,0,NA,NA,NA,NA,12,2022,2021,7585,0,1329,8914,0.7597,0.7597,1.0911,0.3313999999999999,276.9310344827586,261.55172413793105,2617,31731,0.08247455170023006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400722225003,332240,07,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6886.68,NA,NA,884,52,7564,12140,2959,433,14,2.4383,21626.4,5264.29,0,NA,29,16,4,1,1,0,NA,0,NA,NA,NA,NA,1,2022,2022,7106,0,1959,9065,0.7597,0.7597,1.1603,0.40060000000000007,260.82758620689657,245.0344827586207,2159,26412,0.08174314705436922,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400822225003,332240,08,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6962.65,NA,NA,825,49,8072,12570,2892,379,0,2.4383,9348.25,5181.39,0,NA,30,16,4,1,1,0,NA,0,NA,NA,NA,NA,2,2022,2022,7273,0,1892,9165,0.7597,0.7597,1.1602,0.40049999999999986,269.06666666666666,242.43333333333337,2125,25782,0.08242184469785122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400922225003,332240,09,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,8808.72,NA,NA,1238,46,10763,15170,3450,470,0,2.4383,9570.42,7019.87,0,NA,30,15,4,1,1,0,NA,0,NA,NA,NA,NA,3,2022,2022,9145,0,2450,11595,0.7597,0.7597,1.1602,0.40049999999999986,358.76666666666665,304.8333333333333,2879,33642,0.0855775518696867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401022225003,332240,10,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6052.53,NA,NA,882,46,6652,8768,2458,284,3,2.4383,7950.89,4386.5,0,NA,30,15,4,2,1,0,NA,0,NA,NA,NA,NA,4,2022,2022,6509,0,1458,7967,0.7597,0.7597,1.1602,0.40049999999999986,221.73333333333332,216.96666666666667,1799,20482,0.08783321941216678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401122225003,332240,11,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6382.24,NA,NA,1065,44,7671,10511,2349,326,2,2.4383,20733.82,5471.55,0,NA,30,15,4,2,1,0,NA,0,NA,NA,NA,NA,5,2022,2022,7052,0,1349,8401,0.7597,0.7597,1.1602,0.40049999999999986,255.7,235.06666666666663,2244,23147,0.0969456085021817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322401222225003,332240,12,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6583.56,NA,NA,1065,44,7430,10331,2236,316,2,2.8858,11322.81,6547.88,0,NA,29,17,4,2,1,0,NA,0,NA,NA,NA,NA,6,2022,2022,7430,0,1236,8666,0.7597,0.7597,1.5013,0.7416,256.2068965517241,256.2068965517241,2269,23397,0.0969782450741548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400123225003,332240,01,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7129.65,NA,NA,1101,40,7814,11925,2584,426,0,2.8858,12452,6236.21,0,NA,29,16,4,2,1,0,NA,0,NA,NA,NA,NA,7,2023,2022,7748,0,1584,9332,0.764,0.764,1.4829,0.7189000000000001,269.44827586206895,267.17241379310343,2161,24485,0.08825811721462119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400223225003,332240,02,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6301.47,NA,NA,1016,49,6741,11521,2507,633,0,2.8858,10541,6764.32,0,NA,29,16,4,2,1,0,NA,0,NA,NA,NA,NA,8,2023,2022,6741,0,1507,8248,0.764,0.764,1.4825,0.7184999999999999,232.44827586206895,232.44827586206895,2344,25595,0.09158038679429575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400323225003,332240,03,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,7873.78,NA,NA,1072,48,8748,10092,2558,697,0,2.8858,13162.2,6441.11,0,NA,30,16,4,2,1,0,NA,0,NA,NA,NA,NA,9,2023,2022,8748,0,1558,10306,0.764,0.764,1.4825,0.7184999999999999,291.6,291.6,2232,25349,0.08805081068286717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3322400423225003,332240,04,0,SR-51,Crooked Creek,AK-OP-058,Middle Kuskokwim Electric,P203,Crooked Creek,145-0000,Crooked Creek_grid,MIDDLE KUSKOKWIM ELECTRIC COOPERATIVE INC,CROOKED CREEK,6680.42,NA,NA,979,42,7554,9443,2234,1450,0,2.8858,13416.39,9263.42,0,NA,30,16,4,5,1,0,NA,0,NA,NA,NA,NA,10,2023,2022,7510,0,1234,8744,0.764,0.764,1.4825,0.7184999999999999,251.8,250.33333333333337,3210,24244,0.13240389374690645,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
