identifier,project_code,stage_code,line_no,sales_reporter_id,sales_reporting_name,ak_operator_id,operator_name,plant_id,plant_name,intertie_id,intertie_name,utility,community,amount,purchased_from,purchased_from_2,powerhouse_consumption_kwh,peak_consumption_kw,residential_sold_to,commercial_sold_to,com_facil_sold_to,govt_facil_sold_to,unbilled_sold_to,most_recent_fuel_purch_price,non_fuel_expenses,fuel_cost,total_kwh_purchased,total_kwh_purchased_2,residential_customers,commercial_customers,com_facil_customers,govt_facil_customers,unbilled_customers,other_customers,other_customers_description,hydro_kwh_generated,natural_gas_kwh_generated,wind_kwh_generated,solar_kwh_generated,other_kwh_generated,calendar_month,fiscal_year,calendar_year,pce_eligible_residential_kwh,pce_eligible_com_facil_kwh,pce_eligible_community_kwh,pce_eligible_total_kwh,actual_rate,pro_rata_rate,residential_rate,effective_residential_rate,residential_kwh_per_customer_per_month,pce_residential_kwh_per_customer_per_month,fuel_used_gallons,diesel_kwh_generated,diesel_efficiency,imputed_residential_rate,imputed_pro_rata_rate,imputed_effective_residential_rate,imputed_most_recent_fuel_purch_price,imputed_fuel_used_gallons,imputed_fuel_cost,imputed_non_fuel_expenses,imputed_diesel_efficiency,imputed_diesel_kwh_generated,imputed_hydro_kwh_generated,imputed_natural_gas_kwh_generated,imputed_solar_kwh_generated,imputed_other_kwh_generated,imputed_powerhouse_consumption_kwh,imputed_peak_consumption_kw,imputed_residential_sold_to,imputed_commercial_sold_to,imputed_com_facil_sold_to,imputed_govt_facil_sold_to,imputed_unbilled_sold_to,imputed_residential_customers,imputed_commercial_customers,imputed_com_facil_customers,imputed_govt_facil_customers,imputed_unbilled_customers,imputed_other_customers,imputed_total_kwh_purchased,cleaned_during_energy_statistics
A3319600921225003,331960,09,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1544.5,NA,NA,2532,47,5980,4245,734,94,0,3.1778,2758.1,4296.39,0,NA,43,27,6,1,0,0,NA,0,NA,NA,NA,NA,3,2021,2021,3860,0,734,4594,0.3362,0.3362,0.66,0.32380000000000003,139.06976744186048,89.76744186046511,1352,14449,0.0935704893072185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319601021225003,331960,10,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,926.57,NA,NA,1238,51,3465,5155,372,70,0,3.1778,2416.49,3470.16,0,NA,49,26,7,1,0,0,NA,0,NA,NA,NA,NA,4,2021,2021,2384,0,372,2756,0.3362,0.3362,0.66,0.32380000000000003,70.71428571428571,48.6530612244898,1092,12045,0.09066002490660025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319601121225003,331960,11,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1533.74,NA,NA,1744,140,8659,598.6343810112724,491,77,0,3.1778,8879.41,10613.85,0,NA,49,26,7,1,0,0,NA,0,NA,NA,NA,NA,5,2021,2021,4071,0,491,4562,0.3362,0.3362,0.66,0.32380000000000003,176.71428571428572,83.08163265306122,3340,43185,0.07734166956119023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319601221225003,331960,12,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2201.77,NA,NA,2037,172,11089,-1209.7493905451613,645,74,0,3.1778,5696.771067314755,14678.26,0,NA,49,26,7,1,0,0,NA,0,NA,NA,NA,NA,6,2021,2021,5904,0,645,6549,0.3362,0.3362,0.66,0.32380000000000003,226.3061224489796,120.48979591836736,0,24676.751792063707,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600122225003,331960,01,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2476.34,NA,NA,3060,201,12734,-1803.7622740673523,964,84,0,3.1778,5495.8,16591.29,0,NA,44,27,7,1,0,0,NA,0,NA,NA,NA,NA,7,2022,2021,6615,0,630,7245,0.3418,0.3418,0.66,0.31820000000000004,289.40909090909093,150.3409090909091,0,19545.11654850362,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600222225003,331960,02,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2549.83,NA,NA,3145,199,11796,-1972.177252872259,929,67,0,3.1778,4049.06,17528.74,0,NA,43,27,7,1,0,0,NA,0,NA,NA,NA,NA,8,2022,2021,6830,0,630,7460,0.3418,0.3418,0.66,0.31820000000000004,274.3255813953488,158.8372093023256,0,25008.370843729663,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600322225003,331960,03,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2025.85,NA,NA,2137,158,9826,-700.2135042867444,770,81,0,3.1778,7734.66,10966.59,0,NA,43,27,7,1,0,0,NA,0,NA,NA,NA,NA,9,2022,2021,5297,0,630,5927,0.3418,0.3418,0.66,0.31820000000000004,228.5116279069767,123.18604651162792,3451,44028,0.07838193876623967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600422225003,331960,04,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1274.57,NA,NA,1238,46,3813,3156,484,73,0,3.1778,2757,3752.98,0,NA,43,26,7,1,0,0,NA,0,NA,NA,NA,NA,10,2022,2021,3245,0,484,3729,0.3418,0.3418,0.66,0.31820000000000004,88.67441860465117,75.46511627906976,1181,13165,0.0897075579187239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600522225003,331960,05,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1192.88,NA,NA,1648,40,5597,4267,526,75,0,4.173,9732.84,4790.6,0,NA,42,27,7,1,0,0,NA,0,NA,NA,NA,NA,11,2022,2021,2964,0,526,3490,0.437,0.437,0.66,0.22300000000000003,133.26190476190476,70.57142857142857,1148,12721,0.09024447763540602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600622225003,331960,06,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1516.08,NA,NA,975,35,2432,2709,501,83,0,4.173,4375.29,4223.08,0,NA,42,27,7,1,0,0,NA,0,NA,NA,NA,NA,12,2022,2021,2208,0,501,2709,0.437,0.437,0.66,0.22300000000000003,57.904761904761905,52.57142857142857,1012,10573,0.0957155017497399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600722225003,331960,07,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,763.94,NA,NA,1215,37,3648,2859,689,100,0,4.173,1903.2,5078.54,0,NA,42,27,7,1,0,0,NA,0,NA,NA,NA,NA,1,2022,2022,3125,0,689,3814,0.437,0.437,0.66,0.22300000000000003,86.85714285714286,74.4047619047619,1217,12788,0.09516734438536129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600822225003,331960,08,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,600.1,NA,NA,959,33,2701,2560,518,80,0,4.173,4619.02,3943.49,0,NA,42,27,7,1,0,0,NA,0,NA,NA,NA,NA,2,2022,2022,2478,0,518,2996,0.437,0.437,0.66,0.22300000000000003,64.30952380952381,59,945,9372,0.10083226632522407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600922225003,331960,09,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1374.23,NA,NA,1026,33,4344,2490,587,78,0,4.2392,2602.76,3870.39,0,NA,42,27,7,1,0,0,NA,0,NA,NA,NA,NA,3,2022,2022,2513,0,587,3100,0.4433,0.4433,0.66,0.2167,103.42857142857144,59.833333333333336,913,8876,0.10286164939161783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319601022225003,331960,10,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1636.22,NA,NA,1341,86,6093,13561,618,80,0,4.2392,2343.99,7605.12,0,NA,40,29,7,1,0,0,NA,0,NA,0,NA,NA,4,2022,2022,3073,0,618,3691,0.4433,0.4433,0.66,0.2167,152.325,76.825,1794,21829,0.08218425030922168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319601122225003,331960,11,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1996.48,NA,NA,1798,179,9988,5096.146059260194,566,68,0,4.51,9769.16,17074.86,0,NA,38,29,7,1,0,0,NA,0,NA,0,NA,NA,5,2022,2022,3777,0,566,4343,0.4597,0.4597,0.73,0.2703,262.8421052631579,99.39473684210526,3786,12168.76079313376,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319601222225003,331960,12,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2664.88,NA,NA,2385,179,13887,5135.63606213081,807,80,0,4.51,2931.59,24863.63,0,NA,38,29,6,1,0,0,NA,0,NA,0,NA,NA,6,2022,2022,5167,0,630,5797,0.4597,0.4597,0.73,0.2703,365.44736842105266,135.97368421052633,0,9104.884217680647,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600123225003,331960,01,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,3737.27,NA,NA,2338,202,12230,6495.918756715154,1003,85,0,4.51,3146.44,23533.18,0,NA,37,30,6,1,0,0,NA,0,NA,NA,NA,NA,7,2023,2022,7048,0,1003,8051,0.4642,0.4642,0.73,0.2658,330.5405405405405,190.48648648648648,0,10976.5240056308,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600223225003,331960,02,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,3716.5,NA,NA,2829,206,13415,9257.71953813575,1173,88,0,4.51,4376,26000.15,0,NA,37,31,6,1,0,0,NA,0,NA,NA,NA,NA,8,2023,2022,6676,0,1173,7849,0.4735,0.4735,0.87,0.3965,362.5675675675675,180.4324324324324,0,18798.24646875416,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600323225003,331960,03,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2604.72,NA,NA,1872,188,7896,22490,851,80,0,4.51,26044.85,12916.64,0,NA,37,32,6,1,0,0,NA,0,NA,NA,NA,NA,9,2023,2022,4650,0,851,5501,0.4735,0.4735,0.87,0.3965,213.40540540540545,125.67567567567568,2864,36810,0.07780494430861179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600423225003,331960,04,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1479.76,NA,NA,1486,41,3148,3819,781,77,0,4.511,3247.76,5025.25,0,NA,38,33,6,1,0,0,NA,0,NA,NA,NA,NA,10,2023,2022,2853,0,781,3634,0.4072,0.4072,0.87,0.4628,82.84210526315789,75.07894736842105,1114,11276,0.09879389854558354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600523225003,331960,05,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1126.72,NA,NA,1138,38,2200,5081,656,70,0,4.51,4507.08,4866.29,0,NA,42,32,6,1,0,0,NA,0,NA,NA,NA,NA,11,2023,2022,2111,0,656,2767,0.4072,0.4072,0.87,0.4628,52.38095238095238,50.26190476190476,1079,11613,0.09291311461293378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600623225003,331960,06,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1082.55,NA,NA,1084,39,1540,2094,611,70,720,5.6707,10424.33,4973.2,0,NA,41,32,6,1,1,0,NA,0,NA,NA,NA,NA,12,2023,2022,1498,0,611,2109,0.5133,0.5133,0.87,0.3567,37.5609756097561,36.53658536585366,877,7995,0.10969355847404628,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600723225003,331960,07,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1047.65,NA,NA,1470,21,1499,2356,573,77,1440,5.6707,4627,5251.07,0,NA,41,32,6,1,2,0,NA,0,NA,NA,NA,NA,1,2023,2023,1468,0,573,2041,0.5133,0.5133,0.87,0.3567,36.5609756097561,35.80487804878049,926,8162,0.11345258515069837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600823225003,331960,08,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1348.44,NA,NA,1329,37,1864,1968,794,87,1440,5.6707,7629.82,5545.94,0,NA,41,32,6,1,2,0,NA,0,NA,NA,NA,NA,2,2023,2023,1833,0,794,2627,0.5133,0.5133,0.87,0.3567,45.46341463414634,44.707317073170735,978,8553,0.11434584356366188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600923225003,331960,09,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2124.55,NA,NA,1590,57,3131,4262,1056,72,1460,5.6707,2441.54,8625.13,0,NA,39,32,6,1,1,0,NA,0,NA,NA,NA,NA,3,2023,2023,3083,0,1056,4139,0.5133,0.5133,0.87,0.3567,80.28205128205128,79.05128205128206,1521,17610,0.08637137989778534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319601023225003,331960,10,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2347.32,NA,NA,1627,59,3800,16414,835,83,0,5.6707,4023.95,9396.35,0,NA,41,32,6,1,2,0,NA,0,NA,NA,NA,NA,4,2023,2023,3738,0,835,4573,0.5133,0.5133,0.87,0.3567,92.6829268292683,91.17073170731707,1657,22759,0.07280636231820378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319601123225003,331960,11,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2856.04,NA,NA,1937,139,7759,5623.05875685257,895,83,0,6.055,9456.02,18728.11,0,NA,41,30,6,1,0,0,NA,0,NA,NA,NA,NA,5,2023,2023,4312,0,895,5207,0.5485,0.5485,0.87,0.3215,189.2439024390244,105.17073170731707,3093,40798,0.07581253983038384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319601223225003,331960,12,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,3947.01,NA,NA,2424,208,16301,1927.0710978900051,1152,98,0,6.055,3132.48,35088.72,0,NA,40,30,6,1,0,0,NA,0,NA,NA,NA,NA,6,2023,2023,6044,0,1152,7196,0.5485,0.5485,0.79,0.24150000000000005,407.525,151.1,0,23600.57842378095,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600124225003,331960,01,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,3671.66,NA,NA,2378,200,12308,-276.53302003959834,1058,92,1440,6.055,7282.93,32194.43,0,NA,36,30,6,1,1,0,NA,0,NA,0,NA,NA,7,2024,2023,5636,0,1058,6694,0.5485,0.5485,0.77,0.22150000000000003,341.8888888888889,156.55555555555554,0,19196.404758409582,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600224225003,331960,02,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,3184.55,NA,NA,2294.0419838994567,214,11930,-2546.53499164387,1002,99,1440,5.1355,7196,27649.53,0,NA,35,32,6,1,1,0,NA,0,NA,0,NA,NA,8,2024,2023,5823,0,1002,6825,0.4666,0.4666,0.77,0.3034,340.85714285714283,166.37142857142857,0,25198.093214783858,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600324225003,331960,03,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,2847.19,NA,NA,2612,173,8816,-2789.800802194696,1169,101,1440,5.1355,2877,17712.34,0,NA,35,32,6,1,1,0,NA,0,NA,0,NA,NA,9,2024,2023,4933,0,1169,6102,0.4666,0.4666,0.77,0.3034,251.88571428571427,140.94285714285715,3449,44859,0.07688535188033617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
A3319600424225003,331960,04,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1831.41,NA,NA,2002,41,3199,3386,1130,90,1440,5.1355,3247.76,5715.81,0,NA,35,32,6,1,1,0,NA,0,NA,0,NA,NA,10,2024,2023,2997,0,928,3925,0.4666,0.4666,0.77,0.3034,91.4,85.62857142857143,1113,33121,0.03360405784849491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A3319600524225003,331960,05,0,SR-60,Elfin Cove,AK-OP-031,Elfin Cove Utility Commission,P140,Elfin Cove,112-0000,Elfin Cove_grid,ELFIN COVE UTILITY COMMISSION,ELFIN COVE,1854.38,NA,NA,1859,47,3238,1900,1368,91,1440,5.3899,8638.9,6365.47,0,NA,36,34,6,1,1,0,NA,0,NA,0,NA,NA,11,2024,2023,2859,0,927,3786,0.4898,0.4898,0.77,0.2802,89.94444444444444,79.41666666666667,1181,13476,0.08763728109231225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
